Account,Amount,Part,"$7,800,000.00",Total USDC
0xd425333dd22b049f143522e519a06462c633f37a,12254504305933038,0.000102120869216108,$796.54,796.54
0xf286e07ed6889658a3285c05c4f736963cf41456,12206052483272031,0.000101717104027266,$793.39,793.39
0x156d27e5248efe83ccf74d934fc396e03f7685be,12184361826797663,0.000101536348556647,$791.98,791.98
0x27e1317c497d423b6d7ab98d006afe5197d9591e,12180548851450670,0.000101504573762088,$791.74,791.74
0x2f5691bc4d8db66908be10fad913fdc91c99ce9f,11941405733815581,0.000099511714448463,$776.19,776.19
0xdfb9bc53b37b3bd28836917ef6abfab01f974421,11787272946604608,0.000098227274555038,$766.17,766.17
0x3c229864378b3b0adf98ae247ca33986aed8ec1e,11513750668155151,0.000095947922234626,$748.39,748.39
0x1404c00e08739bd020fdcc20de541edd1869c244,11450158743915815,0.000095417989532631,$744.26,744.26
0xbd1f7d88c76a86c60d41bddd4819fae404e7151e,11362943867525231,0.000094691198896043,$738.59,738.59
0x5d58518c1902ed78c48d77ebe71feede67419438,11156433106429579,0.000092970275886913,$725.17,725.17
0xdf77257ca98dfaef7d66faf85cf5a212849baf25,11052807298672245,0.000092106727488935,$718.43,718.43
0x8be8247ef3a329b06cf3ce3d5b8ad3ca3ed642c0,11035310581850364,0.000091960921515419,$717.30,717.30
0xbe79665b3dcecfe1dd821f8714bc9bfc441ef92a,10783342001234730,0.000089861183343622,$700.92,700.92
0x02aa0b826c7ba6386ddbe04c0a8715a1c0a16b24,10701410072871743,0.000089178417273931,$695.59,695.59
0xa33c7f924399b59a8ee627388a108beab5e12eaf,10352662170187084,0.000086272184751559,$672.92,672.92
0x98d539ae90481e921fd9fb826500f2af06337555,10092344761641289,0.000084102873013677,$656.00,656.00
0x43e7c283206c327d571d7a26e697da38642d5926,9298064074289286,0.000077483867285744,$604.37,604.37
0x8f844d3c0c06526387fa01d165fba8c3984efdac,8290556472790706,0.000069087970606589,$538.89,538.89
0x526d4023e9faa34c8d2edba29c34e54390919f95,8226853399751899,0.000068557111664599,$534.75,534.75
0x24bdb92387f09e32c3099ce4383b2ec893247083,7842442156774234,0.000065353684639785,$509.76,509.76
0x922e1ce088bb4fc0295d992070b65088307957e2,7596536286464875,0.000063304469053873,$493.77,493.77
0x89e7d093d04d267bed0639542823cc3286e2faa7,7415868401124346,0.000061798903342702,$482.03,482.03
0x61c4ec1fafd7147c526a5e20ff2f3219d5aeb0a8,7331613276096914,0.000061096777300807,$476.55,476.55
0xddc60d163015cf5ca1369d557a2ca1cc2de1f1e3,7086394476024386,0.000059053287300203,$460.62,460.62
0x268bc10a917438c7683823e195acd933ab43187a,7074269498614693,0.000058952245821789,$459.83,459.83
0x3195c3f94154364e897711e501e104f40d8e23fb,5331553199260813,0.00004442960999384,$346.55,346.55
0x71930a3b9877c3b64ec8f94513aa2be745e2d6d1,2808377849003561,0.000023403148741696,$182.54,182.54
0xd6e6a9d952f56e48462092bbadab346e95e987a4,2723953205734073,0.000022699610047783,$177.06,177.06
0xd3b2a586180c9e306b38848d31e82f9e17d76f0c,2539555546891514,0.000021162962890762,$165.07,165.07
0xe734f1270098fc0e3a978da32887ccf0339ba99a,2292608707222393,0.000019105072560186,$149.02,149.02
0x7566fd09ed636e132bdaaf4fc8ddd5ef1fbc5c14,1928180073841614,0.000016068167282013,$125.33,125.33
0xa178c15dd95553da5b79c1ba0bde1659fa2e76c8,1782000032943001,0.000014850000274525,$115.83,115.83
0x0206bc8fc7c1e8635d14f73c0fdb035493f2fd84,1161001959232889,0.00000967501632694,$75.47,75.47
0x605d50f68e737ebf7f6054d6f7860010fc80971f,664070555413020,0.000005533921295108,$43.16,43.16
0x2beba030cdc9c4a47c5aa657974840428b9fefac,618885861310983,0.000005157382177591,$40.23,40.23
0xec89639d883a9ff2086c6deb0d766064b5bbea03,389077030225922,0.000003242308585216,$25.29,25.29
0x01e6b50557ef1a2ca58a621998ace3f278e808b8,369395911363904,0.000003078299261365,$24.01,24.01
0xdabc14db1667def2d9b105e64649747271915d88,204714232410271,0.000001705951936752,$13.31,13.31
0x3d16451a4b73e778bfec126025ba79716a17e32d,142155156428470,0.00000118462630357,$9.24,9.24
0x58669f50dc0f3dffaa07182f9b14c65e63835b7f,124945374117174,0.000001041211450976,$8.12,8.12
0xbb4153b55a59cc8bde72550b0cf16781b08ef7b0,88173090621423,0.000000734775755178,$5.73,5.73
0x77da151402d33cbf3e0123b123d7b57c28d95cfd,87171191244540,0.000000726426593704,$5.67,5.67
0xfec18996c36d02902e4c55bcfb7a1c73aa1500cd,78469422205846,0.000000653911851715,$5.10,5.10
0x6c99c45b39d1cddb61b272798ea1da2cdac9bcc8,9835976341202,0.00000008196646951,$0.64,0.64
0x9c0d23b1fa6c6d601df5f7ed95c31c718b027a57,3245244738071,0.00000002704370615,$0.21,0.21
0xbb80c1cbb67543999bc309ed57ce0055cb3632c2,3080113098361,0.000000025667609153,$0.20,0.20
0xf22c5bbb2bef346d7d0ca12e6c038e688c0d1985,1334233625988,0.000000011118613549,$0.09,0.09
0x9554a1cf07a20616778821db521baacaa79a6631,14528542,0.000000000000121071,$0.00,0.00
0x949b82dfc04558bc4d3ca033a1b194915a3a3bee,14528542,0.000000000000121071,$0.00,0.00
0xbf6ab411fd1f824e5ddb47d3695fc4b06edda08a,14528534,0.000000000000121071,$0.00,0.00
0x09212c58107c8da21b0f67a63e2144bb68bee4eb,14528544,0.000000000000121071,$0.00,0.00
0x0de299534957329688a735d03961dbd848a5f87f,14528534,0.000000000000121071,$0.00,0.00
0xd70464a147925dde45821d92e07a49082107b862,6728324,0.000000000000056069,$0.00,0.00
0x392027fdc620d397ca27f0c1c3dcb592f27a4dc3,0,0.0,$0.00,0.00
0xc8d46eb7881975f9ae15216feeba2ff58e55803c,0,0.0,$0.00,0.00
0xbf168a9b110379fc8e5daa42e334a97159232e37,0,0.0,$0.00,0.00
0x5d19b9dd42ee27cbbdff1ca1d6f72b83cc8e9af3,0,0.0,$0.00,0.00
0x17966f7e987a42d00a633fa0219fded049682406,0,0.0,$0.00,0.00
0xb8fc6fd16ab5f3b6652c6580c8b6208ddbd8b8a5,0,0.0,$0.00,0.00
0xb28037800f282e7a96a79fd0b0b5c1eed64baad2,0,0.0,$0.00,0.00
0xbbe21151c726f9eec42516524f58d0057261cc8a,0,0.0,$0.00,0.00
0xc02ad7b9a9121fc849196e844dc869d2250df3a6,0,0.0,$0.00,0.00
0x6aaaf98e8522491bc1006cd8cf95515220144dd3,0,0.0,$0.00,0.00
0xca9f486512154391c63a67069bfc1b1e4fb44774,0,0.0,$0.00,0.00
0x2117c37a65ad3c0489682386f7d81d4c6d08b3c8,0,0.0,$0.00,0.00
0xa8de8b84c4f4aab4bd90447872c48b6522def7dc,0,0.0,$0.00,0.00
0x10a8bda4459b8ed79529b59c5c9a6b6a530bc5e5,0,0.0,$0.00,0.00
0x13b37d355cdf1eacefa26a56d6c754ddd0c9e699,0,0.0,$0.00,0.00
0x883ab2ae1bdda0531078b27dd45600193aba1f34,0,0.0,$0.00,0.00
0xc63bea1264293c3817b6c3341a5f5dfc8e20572e,0,0.0,$0.00,0.00
0x9a568bfeb8cb19e4bafcb57ee69498d57d9591ca,0,0.0,$0.00,0.00
0x66f10a69b84c795bcf53861a6df831d8bedfb730,0,0.0,$0.00,0.00
0xfbb29a94a2d4ccdf151723eba504673c23694e94,0,0.0,$0.00,0.00
0xa6fddb5c1bbee3c7189ed8996122b9ffba5a86ec,0,0.0,$0.00,0.00
,,,$0.00,0.00
